Id,ChainName,Name,Latitude,Longitude,Address
7520346624,McDonald's,McDonald's,38.2907461,-121.3105682,12801 Stockton Boulevard Galt
7523512343,McDonald's,McDonald's,33.8889492,-117.8105585,18515 Yorba Linda Boulevard Yorba Linda
7527267422,McDonald's,McDonald's,38.1299911,-121.275866,200 West Lodi Avenue Lodi
7549518690,McDonald's,McDonald's,38.6785533,-121.7867161,55 West Court Street Woodland
7732023570,McDonald's,McDonald's,34.1162645,-117.8263139,
8119557226,McDonald's,McDonald's,34.4461645,-118.5529458,27776 North McBean Parkway Santa Clarita
8301099756,McDonald's,McDonald's,34.0003807,-118.4028147,4835 South Sepulveda Boulevard Culver City
8379762121,McDonald's,McDonald's,37.4127259,-121.897772,1249 Great Mall Drive Milpitas
8412353096,McDonald's,McDonald's,33.7368294,-117.9154438,3600 West McFadden Avenue Santa Ana
8748525783,McDonald's,McDonald's,36.4183192,-121.3213705,1215 South Front Street Soledad
8770951103,McDonald's,McDonald's,36.5140141,-121.4370236,805 5th Street Gonzales
8813610870,McDonald's,McDonald's,36.3267991,-121.2490557,501 El Camino Real Greenfield
8828551517,McDonald's,McDonald's,33.9755864,-118.3733952,6904 La Tijera Boulevard Los Angeles
9170192673,McDonald's,McDonald's,38.6314864,-121.219508,12190 Tributary Point Drive Rancho Cordova
9178440421,McDonald's,McDonald's,34.5570564,-118.0422096,
9181610024,McDonald's,McDonald's,32.7417399,-117.0534749,3412 College Avenue San Diego
9396005985,McDonald's,McDonald's,33.9692087,-118.0985238,9309 Slauson Avenue Pico Rivera
9431635003,McDonald's,McDonald's,33.1360077,-117.1234314,
9443860057,McDonald's,McDonald's,37.9535392,-122.059776,1690 Contra Costa Boulevard Pleasant Hill
9446577915,McDonald's,McDonald's,34.2332879,-119.1728296,110 Riverpark Boulevard
9448529996,McDonald's,McDonald's,33.8316201,-118.0027706,3210 West Lincoln Avenue Anaheim
9556814998,McDonald's,McDonald's,34.0339954,-118.472994,2712 Santa Monica Boulevard Santa Monica
9828722917,McDonald's,McDonald's,37.724861,-122.1569918,1287 Washington Street San Leandro
9830722796,McDonald's,McDonald's,34.1071227,-117.4898227,14454 Foothill Boulevard Fontana
9903215201,McDonald's,McDonald's,36.73804,-119.7212261,5125 East Kings Canyon Fresno
9906488243,McDonald's,McDonald's,34.0416268,-118.3085845,1800 South Western Avenue Los Angeles
9934027611,McDonald's,McDonald's,36.8080889,-119.7006658,640 East Shaw Avenue Clovis
9980865058,McDonald's,McDonald's,37.6437828,-122.453704,2298 Gellert Boulevard South San Francisco
9987580602,McDonald's,McDonald's,38.5957337,-121.3450187,5100 Fair Oaks Boulevard Carmichael
10012556976,McDonald's,McDonald's,38.1167274,-121.2569805,841 East Kettleman Lane Lodi
10019823836,McDonald's,McDonald's,40.8045039,-124.1528179,1730 4th Street Eureka
10041139169,McDonald's,McDonald's,40.5824069,-124.146336,
10067495441,McDonald's,McDonald's,38.3357271,-121.9537284,3101 Alamo Vacaville
10073612338,McDonald's,McDonald's,33.7675173,-116.9555619,1861 South San Jacinto Avenue San Jacinto
10117355759,McDonald's,McDonald's,34.0105407,-118.2569133,4011 South Central Los Angeles
10277264193,McDonald's,McDonald's,33.9597569,-118.3006885,1406 West Manchester Avenue Los Angeles
10279493632,McDonald's,McDonald's,33.9307074,-118.326002,2900 Imperial Highway Inglewood
10285356509,McDonald's,McDonald's,38.9224479,-121.0557961,13370 Lincoln Way
10294580713,McDonald's,McDonald's,35.1207562,-120.586488,
10297755174,McDonald's,McDonald's,37.9772121,-120.3163288,
10299277961,McDonald's,McDonald's,34.0459874,-118.4647921,11920 Wilshire Boulevard West Los Angeles
10555296617,McDonald's,McDonald's,33.7412175,-118.2926329,303 South Gaffey Street San Pedro
10571999734,McDonald's,McDonald's,33.5995675,-117.1165547,35934 Winchester Road Winchester
10634721890,McDonald's,McDonald's,33.9749211,-118.2311922,2303 East Florence Avenue Huntington Park
10719845100,McDonald's,McDonald's,36.6036683,-119.458219,835 North Reed Avenue Reedley
10752103003,McDonald's,McDonald's,38.6145103,-121.5316186,3331 West El Camino Avenue Sacramento
10798690186,McDonald's,McDonald's,34.0260827,-118.2768769,2810 South Figueroa Street Los Angeles
10874836785,McDonald's,McDonald's,33.9134444,-117.9709624,1400 South Beach Boulevard La Habra
10935427153,McDonald's,McDonald's,35.602013,-119.349711,2100 Highway 46 Wasco
11018699235,McDonald's,McDonald's,35.2957766,-119.0771866,6707 Panama Lane Bakersfield
11074197730,McDonald's,McDonald's,34.1549076,-118.4750692,15700 Ventura Boulevard Encino
11077979409,McDonald's,McDonald's,38.5549214,-121.3723113,8901 Folsom Boulevard Sacramento
11126800462,McDonald's,McDonald's,34.1988577,-118.4491525,7045 Van Nuys Boulevard Van Nuys
11133339092,McDonald's,McDonald's,34.2744415,-118.4121139,11240 Glenoaks Boulevard Pacoima
11163983226,McDonald's,McDonald's,37.6672814,-122.0811589,23989 Watkins Street Hayward
11337281619,McDonald's,McDonald's,33.9748876,-118.2830454,505 West Florence Avenue Los Angeles
11337718337,McDonald's,McDonald's,33.9312596,-118.2829603,501 West Imperial Highway Los Angeles
